"OrderID","OrderDate","CustomerID","ProductID","Quantity","EmployeeID","Price"
"14601","2020-09-06 07:15:04","17983","75","7","90","43757"
"14602","2023-03-23 08:53:54","17201","29","20","27","786880"
"14603","2021-03-10 14:25:30","13281","20","2","16","15806"
"14604","2020-03-12 13:41:40","16396","97","13","69","129870"
"14605","2021-09-05 23:39:52","14708","91","8","43","24792"
"14606","2021-03-14 19:20:55","11439","27","8","73","149280"
"14607","2022-07-21 01:26:49","14530","18","10","60","175880"
"14608","2020-04-26 06:28:54","12522","84","9","99","176202"
"14609","2021-03-08 01:22:31","12497","63","9","16","134685"
"14610","2020-04-21 19:30:46","434","58","14","80","295386"
"14611","2020-05-11 18:18:44","18539","35","11","90","434192"
"14612","2021-04-03 18:30:14","18562","39","7","86","190246"
"14613","2022-07-20 02:57:00","5330","34","15","7","77865"
"14614","2021-06-10 07:52:33","19871","98","19","8","301891"
"14615","2020-07-31 21:59:05","18433","62","3","14","21339"
"14616","2022-01-13 20:10:19","7380","40","18","93","176436"
"14617","2023-01-28 16:04:34","15415","3","15","46","462825"
"14618","2022-08-21 18:30:52","14714","67","7","13","51856"
"14619","2020-04-14 12:46:35","14462","20","12","46","94836"
"14620","2021-11-01 10:14:44","12839","47","13","42","235274"
"14621","2021-10-28 17:10:33","4424","66","4","97","103580"
"14622","2020-06-13 17:42:30","17014","67","8","92","59264"
"14623","2022-10-28 06:30:38","4833","52","1","21","9545"
"14624","2023-01-24 23:13:00","3480","99","11","20","110803"
"14625","2020-02-14 01:54:53","15779","84","17","58","332826"
"14626","2022-06-05 20:25:51","4810","13","8","41","109072"
"14627","2020-07-25 22:07:39","18050","84","14","6","274092"
"14628","2023-04-03 10:40:20","11715","76","6","97","231432"
"14629","2021-12-07 10:35:04","9795","78","12","72","309264"
"14630","2021-10-31 20:32:15","11273","35","17","4","671024"
"14631","2022-11-23 11:11:47","8018","87","6","82","184536"
"14632","2022-09-19 22:19:30","13288","98","15","48","238335"
"14633","2020-06-10 21:47:01","16028","50","6","19","103248"
"14634","2020-03-17 09:04:46","10219","70","9","78","9522"
"14635","2020-08-23 03:05:56","12841","58","20","98","421980"
"14636","2020-10-28 18:34:43","17419","51","8","14","100848"
"14637","2021-08-24 05:17:24","7245","80","15","80","578250"
"14638","2021-09-03 17:18:56","12561","90","3","18","57798"
"14639","2022-02-25 13:13:23","868","98","7","99","111223"
"14640","2021-04-15 02:35:10","18578","16","13","26","97903"
"14641","2022-04-21 19:14:55","3833","70","1","39","1058"
"14642","2021-05-14 08:48:11","5363","96","13","22","280306"
"14643","2022-11-18 20:18:49","8759","79","12","21","323016"
"14644","2022-07-06 19:36:17","7772","75","2","17","12502"
"14645","2022-04-29 13:53:35","17590","91","15","33","46485"
"14646","2021-08-13 16:39:56","7149","73","15","9","141150"
"14647","2020-10-14 23:39:58","14620","51","13","34","163878"
"14648","2021-10-27 02:58:29","16177","57","15","7","108990"
"14649","2023-02-09 14:25:37","8514","33","7","12","252875"
"14650","2021-10-17 03:27:48","5082","43","3","64","53985"
"14651","2020-09-16 01:57:57","14785","55","2","95","38538"
"14652","2020-12-04 19:52:53","11720","79","8","13","215344"
"14653","2020-10-28 15:32:57","1545","83","8","2","132184"
"14654","2021-01-08 11:59:18","1264","86","15","58","27825"
"14655","2023-03-05 17:52:19","15064","89","15","2","341370"
"14656","2021-05-22 22:30:07","14867","76","11","22","424292"
"14657","2022-03-18 11:01:36","3869","99","4","54","40292"
"14658","2021-02-06 11:41:06","3906","47","10","2","180980"
"14659","2020-06-08 09:57:01","11073","39","6","23","163068"
"14660","2020-07-31 01:25:03","2485","35","15","76","592080"
"14661","2020-10-12 07:40:15","6850","85","17","25","49232"
"14662","2022-11-09 15:12:17","5013","9","12","63","98640"
"14663","2022-08-01 02:00:54","1031","2","11","17","113410"
"14664","2022-08-02 18:45:57","13784","65","12","57","256932"
"14665","2020-08-03 12:57:46","19163","7","14","26","221984"
"14666","2022-02-17 01:23:29","4521","75","12","78","75012"
"14667","2021-11-16 11:23:28","16697","16","10","32","75310"
"14668","2020-05-25 19:44:38","17299","28","20","23","551000"
"14669","2020-12-10 15:46:21","6226","15","17","31","92106"
"14670","2022-02-20 18:32:11","5546","41","7","16","55013"
"14671","2020-10-18 14:09:55","15691","5","3","73","12114"
"14672","2022-06-08 01:43:05","11266","94","7","95","4837"
"14673","2022-02-03 21:43:04","19754","9","3","46","24660"
"14674","2021-11-13 22:20:00","3652","81","12","27","140448"
"14675","2022-04-10 19:53:40","17462","79","14","8","376852"
"14676","2021-01-23 02:02:57","18552","13","20","59","272680"
"14677","2022-12-16 01:26:22","1815","99","4","31","40292"
"14678","2020-12-12 22:39:39","16615","60","16","43","607904"
"14679","2020-03-22 16:57:02","19076","24","12","53","199272"
"14680","2020-08-20 05:08:12","19020","53","14","58","16282"
"14681","2021-09-21 10:44:46","9251","58","4","87","84396"
"14682","2022-06-30 02:29:08","5002","45","18","18","637128"
"14683","2023-01-25 09:31:51","15180","27","12","20","223920"
"14684","2020-11-02 16:02:39","9836","61","5","94","103010"
"14685","2020-02-13 18:27:52","17160","95","18","82","549666"
"14686","2020-10-04 16:19:08","12051","18","5","49","87940"
"14687","2021-09-07 14:08:30","15193","51","17","28","214302"
"14688","2020-10-26 15:44:50","13041","32","8","58","48408"
"14689","2022-08-27 13:32:00","10225","6","5","86","173800"
"14690","2020-07-07 04:26:55","10551","61","14","79","288428"
"14691","2021-09-07 03:06:18","4408","39","3","63","81534"
"14692","2021-11-03 16:09:12","12071","81","14","53","163856"
"14693","2022-04-10 17:39:25","2938","6","10","79","347600"
"14694","2021-06-15 19:15:42","19218","24","12","40","199272"
"14695","2021-05-23 06:50:35","10251","62","12","74","85356"
"14696","2021-03-09 18:54:45","3992","56","12","53","209820"
"14697","2022-10-09 17:03:45","2339","37","10","75","120120"
"14698","2022-05-12 07:46:40","10458","91","17","29","52683"
"14699","2021-02-12 06:38:23","15865","92","11","62","190311"
"14700","2021-01-16 16:11:08","14660","55","9","75","173421"
"14701","2020-06-25 14:41:51","18435","9","8","86","65760"
"14702","2022-04-16 09:07:57","936","14","3","54","36918"
"14703","2020-02-14 10:19:41","8184","6","7","31","243320"
"14704","2020-04-27 09:17:08","10010","21","11","76","204292"
"14705","2021-11-20 16:29:19","6352","22","13","32","120315"
"14706","2022-11-13 04:15:57","11918","78","9","64","231948"
"14707","2022-12-22 17:41:39","16583","49","13","55","384826"
"14708","2023-02-03 10:20:47","10836","20","4","98","31612"
"14709","2022-06-02 04:18:41","17298","64","14","28","414204"
"14710","2022-07-27 01:39:08","8367","41","10","19","78590"
"14711","2020-08-22 11:03:56","16659","28","13","71","358150"
"14712","2020-12-25 12:03:13","17862","18","17","16","298996"
"14713","2022-12-18 11:35:26","19669","25","16","99","33392"
"14714","2022-01-03 12:08:22","15075","96","1","76","21562"
"14715","2022-02-02 21:28:57","14714","59","3","1","8757"
"14716","2021-08-08 05:27:20","6545","71","17","4","305983"
"14717","2021-01-30 04:28:21","2402","15","5","75","27090"
"14718","2020-08-16 13:36:43","19791","3","5","37","154275"
"14719","2020-03-12 17:09:39","3668","90","3","15","57798"
"14720","2021-08-01 12:23:32","11708","77","13","97","77883"
"14721","2021-08-04 20:36:59","3997","28","2","30","55100"
"14722","2022-03-05 07:54:23","7295","7","7","64","110992"
"14723","2022-09-24 10:14:42","16334","70","9","93","9522"
"14724","2020-06-02 20:58:12","12721","66","9","29","233055"
"14725","2021-09-02 03:11:06","4684","4","14","18","289604"
"14726","2020-09-01 21:34:47","18920","16","3","59","22593"
"14727","2020-06-22 01:31:10","19377","43","6","1","107970"
"14728","2022-03-15 06:36:49","4420","94","12","57","8292"
"14729","2022-03-12 03:06:08","8610","81","2","75","23408"
"14730","2021-11-18 20:18:57","2928","29","19","8","747536"
"14731","2020-06-10 20:33:51","15309","67","19","98","140752"
"14732","2022-05-25 18:08:08","19298","31","1","32","22356"
"14733","2021-10-07 21:27:20","6701","46","18","30","651006"
"14734","2021-11-10 06:36:24","12199","22","1","14","9255"
"14735","2022-08-20 12:50:16","84","20","15","28","118545"
"14736","2022-12-01 12:30:02","5335","55","10","53","192690"
"14737","2023-03-03 13:31:35","13290","42","6","42","13404"
"14738","2020-12-09 09:50:59","13097","49","17","34","503234"
"14739","2021-11-27 06:32:49","4549","39","8","54","217424"
"14740","2022-01-15 23:51:50","6658","27","8","62","149280"
"14741","2021-10-31 12:40:08","14079","93","20","4","642460"
"14742","2020-06-16 05:46:27","3322","39","20","64","543560"
"14743","2020-07-26 09:14:05","16437","14","15","56","184590"
"14744","2022-08-05 17:31:33","10945","26","3","75","55590"
"14745","2022-01-20 08:49:52","14623","91","13","26","40287"
"14746","2022-09-25 14:16:03","7333","54","9","37","303309"
"14747","2021-05-16 15:43:13","3411","28","3","72","82650"
"14748","2022-12-07 18:32:13","18183","50","17","35","292536"
"14749","2020-05-17 12:00:27","9571","28","3","21","82650"
"14750","2022-12-07 05:00:13","19713","39","5","35","135890"
"14751","2020-01-12 01:20:40","1319","72","4","50","65904"
"14752","2021-05-06 03:36:34","2516","5","12","44","48456"
"14753","2021-03-05 21:01:14","6880","79","20","82","538360"
"14754","2023-01-30 07:25:16","10049","89","14","85","318612"
"14755","2022-12-09 07:52:29","888","36","2","62","52160"
"14756","2021-07-03 07:52:08","149","71","7","34","125993"
"14757","2023-01-23 22:00:48","9345","73","6","2","56460"
"14758","2020-09-01 14:08:35","18952","79","18","49","484524"
"14759","2021-06-13 01:57:25","6417","30","18","15","204732"
"14760","2020-08-16 17:59:47","7507","92","14","17","242214"
"14761","2022-11-15 20:20:52","19412","42","6","6","13404"
"14762","2022-08-06 04:37:13","3133","7","7","23","110992"
"14763","2022-03-06 14:57:51","18786","35","9","49","355248"
"14764","2021-01-31 19:28:04","11607","3","3","21","92565"
"14765","2023-03-09 17:06:53","12375","52","19","23","181355"
"14766","2021-07-14 16:25:41","19677","68","2","33","29462"
"14767","2021-10-19 05:09:26","7597","8","7","85","79478"
"14768","2021-08-05 10:10:08","13581","39","13","9","353314"
"14769","2020-07-18 20:50:11","14350","95","10","5","305370"
"14770","2021-08-04 14:16:12","3798","69","11","63","75724"
"14771","2022-11-29 15:07:17","12508","67","11","21","81488"
"14772","2020-06-17 09:29:01","5886","57","6","20","43596"
"14773","2023-01-09 20:47:26","13655","90","3","95","57798"
"14774","2022-12-21 18:35:05","11672","95","20","51","610740"
"14775","2021-03-01 04:17:52","16029","73","4","60","37640"
"14776","2021-09-19 02:38:38","13442","34","1","49","5191"
"14777","2021-10-01 03:11:15","1379","33","20","72","722500"
"14778","2020-01-29 23:07:32","13251","87","15","86","461340"
"14779","2022-05-03 12:14:42","803","19","13","93","282438"
"14780","2020-12-23 04:25:25","19928","76","4","81","154288"
"14781","2022-07-02 11:58:39","19712","21","14","83","260008"
"14782","2021-11-18 18:42:46","11015","6","5","85","173800"
"14783","2022-04-05 12:43:09","4134","16","4","63","30124"
"14784","2020-06-15 21:23:37","13237","4","20","16","413720"
"14785","2023-02-07 13:43:55","5365","17","13","75","175396"
"14786","2021-10-11 09:08:36","15978","12","14","65","467362"
"14787","2020-03-18 20:00:33","6949","19","14","2","304164"
"14788","2022-08-31 10:48:48","6319","77","5","2","29955"
"14789","2020-02-01 12:16:09","3173","94","15","19","10365"
"14790","2022-04-06 06:33:17","185","18","4","67","70352"
"14791","2020-05-17 20:56:45","19321","3","18","95","555390"
"14792","2020-11-07 19:50:45","14442","29","19","86","747536"
"14793","2020-03-04 12:55:18","14351","11","18","31","234900"
"14794","2023-01-27 05:51:45","14867","23","12","11","403272"
"14795","2021-10-02 04:41:09","13440","12","5","2","166915"
"14796","2022-08-31 18:02:01","9449","55","14","35","269766"
"14797","2021-01-03 20:16:05","1406","47","12","78","217176"
"14798","2022-09-27 21:34:52","4902","84","13","43","254514"
"14799","2022-11-02 17:25:28","60","2","18","66","185580"
"14800","2021-05-02 01:30:40","12375","83","2","13","33046"
"14801","2020-01-11 06:18:13","524","95","10","25","305370"
"14802","2020-08-15 17:12:51","8825","2","6","73","61860"
"14803","2020-02-08 15:45:45","5247","32","18","46","108918"
"14804","2021-03-07 07:27:04","200","92","3","63","51903"
"14805","2023-01-09 08:36:48","13119","61","19","78","391438"
"14806","2020-02-10 01:03:51","6520","57","13","7","94458"
"14807","2020-08-10 19:52:28","14373","12","1","49","33383"
"14808","2020-06-01 13:39:07","7899","98","3","97","47667"
"14809","2020-01-01 00:13:34","17480","17","19","71","256348"
"14810","2021-07-12 14:25:01","12684","8","15","38","170310"
"14811","2022-03-17 19:12:50","12234","78","6","64","154632"
"14812","2022-08-16 20:08:27","1155","82","3","20","103203"
"14813","2023-02-03 23:13:40","5744","6","10","38","347600"
"14814","2020-05-04 12:39:22","4137","69","2","73","13768"
"14815","2021-03-29 21:29:24","17971","27","6","38","111960"
"14816","2020-01-15 02:53:29","1013","14","8","12","98448"
"14817","2022-03-06 13:21:25","3954","19","13","33","282438"
"14818","2022-12-12 00:40:58","18362","39","15","49","407670"
"14819","2021-10-15 17:26:30","6847","64","12","67","355032"
"14820","2020-09-02 09:56:39","3656","71","11","8","197989"
"14821","2022-09-30 18:33:48","9143","30","7","40","79618"
"14822","2020-01-13 20:09:17","8027","51","12","28","151272"
"14823","2020-07-17 02:50:49","8423","14","11","17","135366"
"14824","2020-10-11 10:47:12","12306","45","10","5","353960"
"14825","2022-03-14 14:42:37","15796","64","14","66","414204"
"14826","2021-12-24 20:01:25","10948","13","2","64","27268"
"14827","2022-08-16 20:01:50","11989","58","1","77","21099"
"14828","2020-09-08 05:27:51","7092","43","7","18","125965"
"14829","2021-11-04 02:19:45","2021","51","10","54","126060"
"14830","2020-12-18 20:09:40","15079","22","5","66","46275"
"14831","2021-10-21 09:14:56","6246","4","9","15","186174"
"14832","2022-11-20 10:52:18","9961","42","15","73","33510"
"14833","2021-11-22 04:35:26","14109","92","11","9","190311"
"14834","2021-07-03 15:06:57","7407","92","3","67","51903"
"14835","2021-07-18 18:57:51","10509","51","9","27","113454"
"14836","2020-08-12 11:46:42","16029","24","16","28","265696"
"14837","2020-04-10 02:13:25","17058","16","2","73","15062"
"14838","2020-10-18 02:33:58","5006","15","9","14","48762"
"14839","2021-01-27 06:04:22","19718","91","7","10","21693"
"14840","2020-03-04 13:29:16","14581","24","17","30","282302"
"14841","2020-10-29 04:09:09","16377","92","18","29","311418"
"14842","2020-01-28 23:32:21","1282","2","1","70","10310"
"14843","2022-08-13 12:42:11","11070","79","20","89","538360"
"14844","2022-12-22 00:59:51","17935","46","1","55","36167"
"14845","2022-12-27 23:16:09","10504","71","9","91","161991"
"14846","2021-09-28 09:05:37","1255","47","13","42","235274"
"14847","2023-02-06 00:47:54","476","54","7","82","235907"
"14848","2020-12-11 13:10:52","11730","11","3","84","39150"
"14849","2020-01-23 01:03:55","5146","27","18","13","335880"
"14850","2020-07-05 04:52:39","5485","75","18","94","112518"
"14851","2020-03-10 14:35:40","3104","46","2","14","72334"
"14852","2020-04-28 19:26:19","14232","93","5","13","160615"
"14853","2022-01-22 21:57:07","17731","13","14","77","190876"
"14854","2022-03-17 01:12:53","19140","35","9","47","355248"
"14855","2020-02-14 12:44:19","8769","91","3","63","9297"
"14856","2022-08-11 03:36:03","7481","73","20","30","188200"
"14857","2022-06-23 21:12:47","6882","75","16","33","100016"
"14858","2020-02-09 10:44:36","17379","30","14","68","159236"
"14859","2020-02-19 12:11:25","8550","56","18","58","314730"
"14860","2022-12-20 17:22:32","3363","4","5","81","103430"
"14861","2020-06-15 18:48:47","6306","27","11","80","205260"
"14862","2023-02-28 00:57:13","6483","82","15","35","516015"
"14863","2022-08-16 15:46:36","1308","4","1","97","20686"
"14864","2022-08-06 12:38:44","17260","37","9","17","108108"
"14865","2020-06-22 17:58:07","8064","22","6","12","55530"
"14866","2022-04-30 04:31:07","3495","45","4","84","141584"
"14867","2020-08-17 13:41:49","9856","3","14","7","431970"
"14868","2021-07-01 04:12:38","17652","46","5","23","180835"
"14869","2021-06-21 10:22:36","12549","34","8","16","41528"
"14870","2020-05-09 14:31:49","4860","40","8","75","78416"
"14871","2021-01-28 04:48:22","7659","21","18","69","334296"
"14872","2020-05-05 00:56:26","10391","77","9","4","53919"
"14873","2021-07-28 08:52:30","10541","22","1","73","9255"
"14874","2022-09-18 23:46:18","13594","27","12","75","223920"
"14875","2020-04-06 09:26:09","15997","49","19","60","562438"
"14876","2020-02-27 07:14:48","11911","19","7","86","152082"
"14877","2020-02-20 08:35:27","38","98","3","24","47667"
"14878","2020-02-27 05:55:11","16481","59","8","54","23352"
"14879","2023-01-01 02:31:49","6111","20","16","36","126448"
"14880","2022-03-23 15:12:13","10327","80","16","48","616800"
"14881","2020-08-24 22:38:49","11907","91","11","4","34089"
"14882","2021-03-04 16:16:11","3025","66","16","60","414320"
"14883","2022-08-19 16:37:01","4086","24","19","16","315514"
"14884","2020-07-15 11:13:54","1168","55","7","38","134883"
"14885","2022-01-17 03:18:26","1772","16","12","63","90372"
"14886","2022-08-18 03:25:41","13993","87","20","44","615120"
"14887","2022-01-20 23:32:12","10103","73","5","40","47050"
"14888","2023-01-05 15:47:36","14670","90","13","82","250458"
"14889","2020-02-07 21:47:51","8011","63","12","34","179580"
"14890","2022-10-24 22:58:35","12963","96","16","47","344992"
"14891","2020-06-17 08:50:42","14574","63","12","84","179580"
"14892","2022-10-24 08:49:15","2602","8","8","4","90832"
"14893","2020-03-17 19:01:41","13644","36","2","36","52160"
"14894","2020-10-12 15:29:06","7687","32","6","89","36306"
"14895","2021-01-29 03:59:04","15946","16","20","80","150620"
"14896","2022-05-26 07:48:41","5622","17","2","40","26984"
"14897","2021-07-12 10:47:56","5585","53","2","75","2326"
"14898","2021-02-14 17:08:36","12342","15","20","83","108360"
"14899","2021-10-12 19:53:30","523","82","6","65","206406"
"14900","2022-07-12 21:33:47","13319","96","14","82","301868"
"14901","2020-12-13 05:09:02","16653","42","19","22","42446"
"14902","2020-11-28 12:33:23","8249","79","15","5","403770"
"14903","2020-10-24 00:12:06","19802","67","8","92","59264"
"14904","2020-07-02 02:40:21","5481","90","20","1","385320"
"14905","2021-03-28 17:24:26","12190","70","10","54","10580"
"14906","2021-11-25 08:44:44","19405","82","17","17","584817"
"14907","2020-06-15 16:31:13","3227","92","10","66","173010"
"14908","2021-04-09 00:18:23","14674","7","7","13","110992"
"14909","2020-03-20 21:58:19","4493","6","17","95","590920"
"14910","2022-01-22 14:30:35","17133","92","2","47","34602"
"14911","2020-07-31 06:21:20","19750","46","3","32","108501"
"14912","2020-06-17 19:15:43","18587","62","19","28","135147"
"14913","2022-11-07 03:25:17","2443","93","20","6","642460"
"14914","2023-01-01 15:38:02","8364","60","17","62","645898"
"14915","2022-02-28 06:34:13","16489","82","10","69","344010"
"14916","2022-10-06 13:28:49","4065","93","19","9","610337"
"14917","2022-06-18 07:48:27","19832","6","7","44","243320"
"14918","2020-01-03 03:27:51","17826","65","6","67","128466"
"14919","2021-09-08 05:38:54","6677","28","15","27","413250"
"14920","2021-07-03 11:04:59","29","43","18","60","323910"
"14921","2021-09-22 05:09:21","12988","21","5","63","92860"
"14922","2022-04-27 21:39:14","8936","9","20","86","164400"
"14923","2020-11-06 11:44:24","4264","78","10","94","257720"
"14924","2020-01-07 06:06:03","4267","55","5","67","96345"
"14925","2023-02-05 18:27:52","719","48","2","69","52520"
"14926","2022-05-09 04:17:47","13865","14","12","47","147672"
"14927","2022-10-11 05:23:28","16433","80","18","33","693900"
"14928","2023-03-04 13:38:51","1086","38","7","41","38143"
"14929","2021-11-26 08:34:11","3708","80","6","36","231300"
"14930","2021-04-19 09:53:58","17443","59","15","66","43785"
"14931","2020-11-06 06:21:20","10725","23","18","34","604908"
"14932","2021-07-03 07:30:51","19789","68","7","21","103117"
"14933","2020-10-12 22:28:52","19116","9","13","61","106860"
"14934","2021-03-08 02:07:22","13748","91","3","1","9297"
"14935","2021-07-21 09:28:42","15993","37","4","22","48048"
"14936","2021-02-16 12:34:34","10867","7","17","54","269552"
"14937","2022-06-01 04:23:23","18940","86","4","83","7420"
"14938","2022-12-23 03:49:58","19997","74","15","46","582060"
"14939","2021-06-10 21:01:25","4435","32","4","96","24204"
"14940","2022-07-20 09:27:00","11119","19","15","96","325890"
"14941","2021-03-02 00:54:37","832","33","4","43","144500"
"14942","2020-04-25 19:10:55","12549","23","13","49","436878"
"14943","2021-09-21 05:06:41","14260","86","3","39","5565"
"14944","2022-03-11 08:28:23","11661","62","14","55","99582"
"14945","2022-06-11 02:56:02","16376","45","17","2","601732"
"14946","2021-12-06 20:10:22","7674","94","4","82","2764"
"14947","2022-12-05 06:15:19","6725","25","2","72","4174"
"14948","2020-02-23 04:12:39","3334","93","19","20","610337"
"14949","2021-04-30 14:42:39","9801","32","7","14","42357"
"14950","2021-11-01 15:13:37","8311","84","12","52","234936"
"14951","2020-03-28 11:13:46","5723","60","11","22","417934"
"14952","2020-06-04 20:24:21","5367","22","12","2","111060"
"14953","2020-05-23 23:50:50","16449","28","14","70","385700"
"14954","2021-05-02 20:50:34","9197","65","16","74","342576"
"14955","2020-06-06 18:14:01","12486","37","19","67","228228"
"14956","2022-02-08 16:28:45","18636","73","4","18","37640"
"14957","2022-02-21 18:21:21","7982","52","1","58","9545"
"14958","2021-08-14 05:36:40","16632","49","14","99","414428"
"14959","2020-02-27 06:32:18","17970","39","6","94","163068"
"14960","2020-03-09 15:49:17","12166","21","2","24","37144"
"14961","2021-01-26 22:13:39","7485","76","2","96","77144"
"14962","2020-02-04 11:36:58","4241","18","14","24","246232"
"14963","2021-11-27 04:32:17","9683","10","6","95","177762"
"14964","2020-06-01 15:39:07","16446","31","4","88","89424"
"14965","2022-08-05 10:23:29","11046","7","12","7","190272"
"14966","2020-03-20 22:18:42","8566","29","10","50","393440"
"14967","2020-08-31 05:30:47","5071","64","9","2","266274"
"14968","2022-09-06 18:23:36","12200","11","5","48","65250"
"14969","2022-02-14 02:46:07","12107","47","15","61","271470"
"14970","2021-07-21 19:24:27","616","6","10","33","347600"
"14971","2021-04-04 08:41:04","49","13","9","11","122706"
"14972","2021-03-27 23:43:12","12983","71","2","74","35998"
"14973","2021-03-27 18:55:05","18261","99","5","90","50365"
"14974","2020-11-23 20:03:04","3005","15","13","15","70434"
"14975","2021-05-18 17:48:32","4154","80","7","82","269850"
"14976","2021-12-24 06:11:03","13367","66","6","12","155370"
"14977","2021-04-03 22:15:51","17546","4","14","53","289604"
"14978","2023-02-07 18:02:46","17696","56","8","3","139880"
"14979","2020-10-14 22:00:47","9782","69","3","17","20652"
"14980","2020-08-13 10:23:30","734","67","1","39","7408"
"14981","2020-04-14 19:54:18","3789","92","14","57","242214"
"14982","2022-04-12 03:01:21","12004","24","11","46","182666"
"14983","2020-09-11 09:01:20","7956","9","5","58","41100"
"14984","2022-04-06 20:29:51","16476","32","5","55","30255"
"14985","2022-05-28 07:05:29","17123","15","8","1","43344"
"14986","2021-08-24 07:18:58","13982","45","10","54","353960"
"14987","2021-08-11 12:26:52","19117","78","9","99","231948"
"14988","2020-05-24 02:02:09","2785","29","18","5","708192"
"14989","2022-06-25 07:45:51","4503","22","13","19","120315"
"14990","2020-03-24 04:52:53","2778","46","19","70","687173"
"14991","2020-10-21 10:49:36","16049","25","14","63","29218"
"14992","2021-03-08 06:26:59","12897","5","1","28","4038"
"14993","2022-03-21 11:41:13","13876","46","11","6","397837"
"14994","2021-06-14 08:38:45","8200","5","7","86","28266"
"14995","2022-07-13 11:40:33","2758","70","18","71","19044"
"14996","2021-11-24 12:21:42","15019","16","2","6","15062"
"14997","2022-05-22 17:09:01","18189","25","5","56","10435"
"14998","2021-11-21 00:14:56","10056","90","4","92","77064"
"14999","2020-04-30 19:24:09","863","57","14","8","101724"
"15000","2020-07-18 02:03:22","2307","29","1","14","39344"
"15001","2021-02-19 04:25:49","8280","67","3","22","22224"
"15002","2020-05-06 05:58:18","12912","96","4","87","86248"
"15003","2021-07-21 10:09:29","12667","61","17","7","350234"
"15004","2022-01-04 21:57:33","6102","12","10","98","333830"
"15005","2021-07-28 18:28:01","7411","36","12","38","312960"
"15006","2022-12-26 11:00:23","16331","85","18","21","52128"
"15007","2021-03-28 17:03:01","13185","80","4","44","154200"
"15008","2021-01-21 00:21:12","4193","78","16","31","412352"
"15009","2022-08-08 11:18:01","17231","47","12","64","217176"
"15010","2021-03-09 00:43:16","18568","32","16","76","96816"
"15011","2020-02-25 17:00:18","11695","48","1","26","26260"
"15012","2021-01-06 22:27:40","18614","77","6","88","35946"
"15013","2022-03-14 18:21:15","12371","1","19","29","737846"
"15014","2021-04-20 03:07:45","17346","80","2","91","77100"
"15015","2023-02-21 09:02:51","19459","27","3","41","55980"
"15016","2022-01-09 21:09:20","6534","2","3","62","30930"
"15017","2022-11-14 19:24:00","19379","47","11","34","199078"
"15018","2021-02-25 06:07:36","4335","73","8","7","75280"
"15019","2021-09-10 03:24:47","1407","3","15","85","462825"
"15020","2020-12-30 02:02:52","2536","91","1","56","3099"
"15021","2020-12-28 15:04:55","19969","36","12","83","312960"
"15022","2022-01-11 00:56:35","3857","97","8","84","79920"
"15023","2022-05-01 22:05:50","5860","67","18","8","133344"
"15024","2021-05-01 12:48:20","13127","34","5","65","25955"
"15025","2020-03-20 23:55:55","19510","37","11","73","132132"
"15026","2020-03-03 10:25:05","14386","7","13","34","206128"
"15027","2021-10-16 07:15:22","9977","45","11","79","389356"
"15028","2020-01-28 04:09:40","7920","30","2","64","22748"
"15029","2020-10-12 07:43:09","10444","3","12","75","370260"
"15030","2021-09-07 16:03:31","8051","53","13","1","15119"
"15031","2020-03-19 07:48:38","1179","46","1","30","36167"
"15032","2020-02-16 14:43:15","13237","58","8","49","168792"
"15033","2020-12-20 20:37:26","8947","50","16","82","275328"
"15034","2020-01-19 05:29:00","15896","56","1","90","17485"
"15035","2023-04-04 11:30:39","15170","93","7","74","224861"
"15036","2020-10-05 22:05:22","12396","72","4","60","65904"
"15037","2023-02-23 17:04:00","6034","55","11","24","211959"
"15038","2022-05-16 13:16:10","14181","38","8","43","43592"
"15039","2020-03-26 12:48:20","6750","24","7","20","116242"
"15040","2021-09-15 01:24:55","2005","39","13","63","353314"
"15041","2022-09-04 01:37:05","2992","36","5","30","130400"
"15042","2021-09-27 13:32:54","17160","88","14","86","96390"
"15043","2022-10-13 08:14:27","7529","28","11","49","303050"
"15044","2020-03-25 19:59:24","7696","24","18","91","298908"
"15045","2021-04-30 05:29:44","5410","91","1","2","3099"
"15046","2022-11-18 13:46:54","6136","12","19","80","634277"
"15047","2021-11-23 01:51:32","10217","82","4","84","137604"
"15048","2022-02-18 01:41:08","8105","43","14","73","251930"
"15049","2021-04-23 07:39:53","18996","59","12","82","35028"
"15050","2020-12-07 17:41:49","15305","98","16","18","254224"
"15051","2022-12-19 01:37:29","6631","40","18","15","176436"
"15052","2021-06-14 18:26:50","6562","84","4","11","78312"
"15053","2020-07-15 23:06:55","19673","71","20","11","359980"
"15054","2020-09-25 22:09:20","19696","55","3","33","57807"
"15055","2022-12-10 22:00:28","8330","33","16","11","578000"
"15056","2020-01-03 15:02:39","4361","84","16","26","313248"
"15057","2021-08-18 09:34:40","14515","92","13","70","224913"
"15058","2022-11-11 17:04:34","11044","34","17","75","88247"
"15059","2020-11-30 06:48:34","15650","79","5","21","134590"
"15060","2021-10-27 23:40:53","14786","42","1","98","2234"
"15061","2020-09-12 01:56:44","9998","79","9","26","242262"
"15062","2021-07-20 22:20:37","3070","18","20","76","351760"
"15063","2021-09-20 15:53:06","12828","38","7","77","38143"
"15064","2022-10-10 01:36:53","5689","77","11","3","65901"
"15065","2020-02-12 17:34:21","16268","90","9","19","173394"
"15066","2021-06-01 21:57:11","18246","71","1","78","17999"
